id,headline,text_raw,text_normalized,sentiment,sentiment_numerical
124384,"Nun, die ""feministische Denkwelt"" geht davon aus, dass es kulturelle Ursachen sind, dass sich - wie du richtig beschreibst - ""frei gewählte Modelle"" derart ident aneinanderreihen","Nun, die ""feministische Denkwelt"" geht davon aus, dass es kulturelle Ursachen sind, dass sich - wie du richtig beschreibst - ""frei gewählte Modelle"" derart ident aneinanderreihen ach, wirklich?

daß darauf aber sonst nich keiner gekommen ist...

natürlich ist es nicht gottgegeben - hab ich übrigens auch noch nicht mal angedeutet - aber eben auch nicht a priori verwerflich, nur weil der kulturtradition entsprechend

""Daraus ergibt sich enormes Befreiungspotential für uns alle - also auch für mich als Mann""

eh

aber es wollen halt nicht alle ""befreit werden"", und dann ist das auch zu akzeptieren","nun , die  feministische denkwelt  geht davon aus , dass es kulturelle ursachen sind , dass sich - wie du richtig beschreibst -  frei gewählte modelle  derart ident aneinanderreihen ach , wirklich ? daß darauf aber sonst nich keiner gekommen ist . natürlich ist es nicht gottgegeben - hab ich übrigens auch noch nicht mal angedeutet - aber eben auch nicht a priori verwerflich , nur weil der kulturtradition entsprechend  daraus ergibt sich enormes befreiungspotential für uns alle - also auch für mich als mann  eh aber es wollen halt nicht alle  befreit werden  , und dann ist das auch zu akzeptieren",SentimentNegative,0
124385,,"Leider ist die öffentliche ""Debatte"" ein Zerrbild dessen, was auf akademischer Ebene diskutiert wird. Niemand unterscheidet zwischen Frauenrechtsbewegung, Gendertheorie und Feminismus. Kaum jemand kennt die Mehrheitspositionen innerhalb dieser Bewegungen und was man weiß, wird fehl- und überinterpretiert. Öffentlich wird nicht über Geschlechterrollen diskutiert und wie sie zustandekamen, es wird ""den Feministinnen"" und ""der Gendertheorie"" pauschal unterstellt, sie wollten alle gleichmachen und zu einem bestimmten Lebenskonzept zwingen. Natürlich völliger Quatsch, aber um Wahrheitsfindung und Weiterentwicklung geht's in der öffentlichen Debatte leider nicht.","leider ist die öffentliche  debatte  ein zerrbild dessen , was auf akademischer ebene diskutiert wird . niemand unterscheidet zwischen frauenrechtsbewegung , gendertheorie und feminismus . kaum jemand kennt die mehrheitspositionen innerhalb dieser bewegungen und was man weiß , wird fehl- und überinterpretiert . öffentlich wird nicht über geschlechterrollen diskutiert und wie sie zustandekamen , es wird  den feministinnen  und  der gendertheorie  pauschal unterstellt , sie wollten alle gleichmachen und zu einem bestimmten lebenskonzept zwingen . natürlich völliger quatsch , aber um wahrheitsfindung und weiterentwicklung geht ' s in der öffentlichen debatte leider nicht .",SentimentNeutral,1
124386,Das Teilzeitargument muss man,"Das Teilzeitargument muss man im Kontext der Equal-Pay Debatte sehen. Da wird nämlich gleiches Geld für gleiche Arbeit gefordert und im nächten Atemzug eine unbereinigte Statistik präsentiert, die eben genau diesen Vergleich gar nicht zulässt.

Das Teilzeit auch eine ""Falle"" sein kann bestreiten ja die wenigsten. Um daran etwas zu ändern müsste die Debate aber von Feministen endlich mal ehrlich geführt werden. Jede Diskussion wird nämlich derzeit von einem jahrelang einstudierten ""Männer verdienen für den gleichen Job mehr als Frauen"" überschattet.","das teilzeitargument muss man im kontext der equal-pay debatte sehen . da wird nämlich gleiches geld für gleiche arbeit gefordert und im nächten atemzug eine unbereinigte statistik präsentiert , die eben genau diesen vergleich gar nicht zulässt . das teilzeit auch eine  falle  sein kann bestreiten ja die wenigsten . um daran etwas zu ändern müsste die debate aber von feministen endlich mal ehrlich geführt werden . jede diskussion wird nämlich derzeit von einem jahrelang einstudierten  männer verdienen für den gleichen job mehr als frauen  überschattet .",SentimentNeutral,1
124387,,wollte nur klarheit schaffen. nix für ungut.,wollte nur klarheit schaffen . nix für ungut .,SentimentNeutral,1
124388,ja das stimmt,ja das stimmt None,ja das stimmt none,SentimentNeutral,1
124389,stimmt und passt sicher für 80 % aller Fälle,stimmt und passt sicher für 80 % aller Fälle None,stimmt und passt sicher für 80 % aller fälle none,SentimentNeutral,1
124390,,"Dass sehr viel mit Polemik und Projektionen gearbeitet wird, ist leider wahr. Wobei die lustvollsten Projektionen und die aggressivsten Polemiken schon die Anti-Feministen haben.
Beim letzten Satz erlaub ich mir nachzufragen, was du genau damit meinst.","dass sehr viel mit polemik und projektionen gearbeitet wird , ist leider wahr . wobei die lustvollsten projektionen und die aggressivsten polemiken schon die anti-feministen haben . beim letzten satz erlaub ich mir nachzufragen , was du genau damit meinst .",SentimentNeutral,1
124391,weil man als Techniker eben wiffer sein muss als eine Volksschullehrerin,weil man als Techniker eben wiffer sein muss als eine Volksschullehrerin und das Studium schwieriger ist zB und deshalb nur die wenigsten durchkommen,weil man als techniker eben wiffer sein muss als eine volksschullehrerin und das studium schwieriger ist zb und deshalb nur die wenigsten durchkommen,SentimentNegative,0
124392,,"jetzt könnte man sagen, Frauen gehen mit Dumpinglohnforderungen in den Arbeitsmarkt und führen so zu einer Verdrängung, was höhere Arbeitslosenquoten bei Männern zur Konsequenz hat.

Wie ist das eigentlich mit den Berufen der Anwälte, Wirtschaftsprüfer, Steuerberater? Hier ist eindeutig eine Änderung hin zum weiblichen Geschlecht bemerkbar. Geringere Gehälter sind mir aber nicht bekannt geworden?","jetzt könnte man sagen , frauen gehen mit dumpinglohnforderungen in den arbeitsmarkt und führen so zu einer verdrängung , was höhere arbeitslosenquoten bei männern zur konsequenz hat . wie ist das eigentlich mit den berufen der anwälte , wirtschaftsprüfer , steuerberater ? hier ist eindeutig eine änderung hin zum weiblichen geschlecht bemerkbar . geringere gehälter sind mir aber nicht bekannt geworden ?",SentimentNeutral,1
124393,,"Der Weg zur absoluten Gleichstellung und Gleichbehandlung eines jeden Menschen ist ein weiter. Die gefühlte bzw erfahrene Hirarchie, in Bezug auf Respekt und Vollwertigkeit der Fähigkeiten hierzulande lautet:
männliche Weiße,
weibliche Weiße,
männliche Asiaten aus Fernost,
weibliche Asiaten aus Fernost, 
orientalisch aussehende Männer,
orientalisch aussehende Frauen,
dunkelhäutige Männer,
dunkelhäutige Frauen,
Behinderte.
Die Mann/Frau Unterschiede bestehen immer, außer im Fall von Behinderten, welche meist als asexuell wahrgenommen werden.

Dies sind nur Erfahrungswerte die ich nicht belegen kann. Nebenbei, Respekt und Gönnerhaftigkeit sollten nicht verwechselt werden, dies gilt für jede beliebige erwähnte Stufe.","der weg zur absoluten gleichstellung und gleichbehandlung eines jeden menschen ist ein weiter . die gefühlte bzw erfahrene hirarchie , in bezug auf respekt und vollwertigkeit der fähigkeiten hierzulande lautet : männliche weiße , weibliche weiße , männliche asiaten aus fernost , weibliche asiaten aus fernost , orientalisch aussehende männer , orientalisch aussehende frauen , dunkelhäutige männer , dunkelhäutige frauen , behinderte . die mann / frau unterschiede bestehen immer , außer im fall von behinderten , welche meist als asexuell wahrgenommen werden . dies sind nur erfahrungswerte die ich nicht belegen kann . nebenbei , respekt und gönnerhaftigkeit sollten nicht verwechselt werden , dies gilt für jede beliebige erwähnte stufe .",SentimentNeutral,1
124394,,"Zunächst einmal finde ich die Ideen für diesen Blog eine sehr gute und auch der erste Artikel ""liest sich recht gut"".

Für mich führt dieser Artikel jedoch zu einer Frage, die ich hoffe in den folgenden Artikeln beantwortet zu bekommen:

Es gibt nun schon seit etwa 40 Jahren eine ""Gender-, bzw. Feminismuslobby"", die sich für Gleichstellung einsetzt, was ich auch sehr toll, wichtig und bewundernswert finde. Andererseits schreiben Sie - wohl auch zu Recht - dass sich in den ganzen Jahren nur (zu) wenig geändert / verbessert hat. Sollte man dann nicht einmal ""seine"" Strategie überdenken?","zunächst einmal finde ich die ideen für diesen blog eine sehr gute und auch der erste artikel  liest sich recht gut  . für mich führt dieser artikel jedoch zu einer frage , die ich hoffe in den folgenden artikeln beantwortet zu bekommen : es gibt nun schon seit etwa 40 jahren eine  gender- , bzw . feminismuslobby  , die sich für gleichstellung einsetzt , was ich auch sehr toll , wichtig und bewundernswert finde . andererseits schreiben sie - wohl auch zu recht - dass sich in den ganzen jahren nur ( zu ) wenig geändert / verbessert hat . sollte man dann nicht einmal  seine  strategie überdenken ?",SentimentNeutral,1
124395,schön für Sie. Geerbt?,"schön für Sie. Geerbt? oder aus reicher Familie - ihren Luxus können sich die wenigsten leisten. 
Und ja - wenn man in der Arbeitswelt/Gesellschaft wie man es auch immer nennen mag nicht untergehen will (auch als Mann) muss man seine Zeit verprostituieren!",schön für sie . geerbt ? oder aus reicher familie - ihren luxus können sich die wenigsten leisten . und ja - wenn man in der arbeitswelt / gesellschaft wie man es auch immer nennen mag nicht untergehen will ( auch als mann ) muss man seine zeit verprostituieren !,SentimentNegative,0
124396,,"Weil work/life Balance schön und nett ist, aber Altersarmut halt auch ein bissi ein Problem. Abgesehen davon kann man die work/life Balance schon auch als Verschleierungstaktik sehen, um von Fragen wie Bezahlung und Karrierechancen abzulenken - auch ganz unabhängig von der Genderfrage.","weil work / life balance schön und nett ist , aber altersarmut halt auch ein bissi ein problem . abgesehen davon kann man die work / life balance schon auch als verschleierungstaktik sehen , um von fragen wie bezahlung und karrierechancen abzulenken - auch ganz unabhängig von der genderfrage .",SentimentNeutral,1
124397,"Ich schrieb von keinem ""Beweis""","Ich schrieb von keinem ""Beweis"" Ich denke nur, dass das wie ein Schild vorhergetragene Opferabo irgendwann so weit weg von der Realität des Erwerbs- und Familienlebens sein wird, dass es nur mehr lächerlich wirkt.

Es wird höchste Zeit, sich an eine Verteilungs- und Gerechtigkeitsdebatte zu machen, die sowohl Männer als auch Frauen betrifft. 

Wenn wir als Gesellschaft den Produktivitätsgewinn nicht teilweise abschöpfen und ausschütten gibt es bald nichts mehr, was unter Frauen und Männern halbwegs gerecht verteilt werden könnte.","ich schrieb von keinem  beweis  ich denke nur , dass das wie ein schild vorhergetragene opferabo irgendwann so weit weg von der realität des erwerbs- und familienlebens sein wird , dass es nur mehr lächerlich wirkt . es wird höchste zeit , sich an eine verteilungs- und gerechtigkeitsdebatte zu machen , die sowohl männer als auch frauen betrifft . wenn wir als gesellschaft den produktivitätsgewinn nicht teilweise abschöpfen und ausschütten gibt es bald nichts mehr , was unter frauen und männern halbwegs gerecht verteilt werden könnte .",SentimentNegative,0
124398,"Es geht um Akzeptanz, die noch nicht in allen Köpfen der Österreicher herrscht.","Es geht um Akzeptanz, die noch nicht in allen Köpfen der Österreicher herrscht. Und eine Hymne umdichten hilft wirklich nicht sehr. Man kann Weckrufe auch anders gestalten.

Kommen Sie bitte nicht dem Paygap. Ich habe noch von irgendjemanden, oder auch hier im Forum trotz zahlreicher Fragen anderer Poster, von EINEM einzigen Unternehmen gehört, dass einer Frau, die die gleiche Ausbildung wie ihr Kollege in der selben Position hat, ein niedrigeres Gehalt bekommt. Wenn sie Teilzeit arbeitet, nonaned. 

Und viele Frauen suchen sich es heute freiwillig aus,Teilzeit zu arbeiten; die werden nicht gezwungen. Dass ich mich persönlich von einem Mann nicht abhängig machen lassen würde, ist eine Seite, ich habe (leider) genug junge Freundinnen, die genau das wollen- trotz sehr emanzipierter Mütter bzw. sogar Alleinerzieherin.","es geht um akzeptanz , die noch nicht in allen köpfen der österreicher herrscht . und eine hymne umdichten hilft wirklich nicht sehr . man kann weckrufe auch anders gestalten . kommen sie bitte nicht dem paygap . ich habe noch von irgendjemanden , oder auch hier im forum trotz zahlreicher fragen anderer poster , von einem einzigen unternehmen gehört , dass einer frau , die die gleiche ausbildung wie ihr kollege in der selben position hat , ein niedrigeres gehalt bekommt . wenn sie teilzeit arbeitet , nonaned . und viele frauen suchen sich es heute freiwillig aus , teilzeit zu arbeiten ; die werden nicht gezwungen . dass ich mich persönlich von einem mann nicht abhängig machen lassen würde , ist eine seite , ich habe ( leider ) genug junge freundinnen , die genau das wollen- trotz sehr emanzipierter mütter bzw . sogar alleinerzieherin .",SentimentNeutral,1
124399,"2 Gründe: 1. Männer achten bei der Berufswahl mehr auf das Gehalt, Frauen achten eher auf einen Beruf in dem sie sich selbst verwirklichen kann oder die Work Life Balance besser ist (öffentlicher Dienst).","2 Gründe: 1. Männer achten bei der Berufswahl mehr auf das Gehalt, Frauen achten eher auf einen Beruf in dem sie sich selbst verwirklichen kann oder die Work Life Balance besser ist (öffentlicher Dienst). Mit entsprechenden Konsequenzen im positiven (bessere Gesundheit und längeres Leben) und negativen (schlechterem Gehalt) 

2. Frauen ruinieren sich quasi selber die Löhne, durch ihr massives (Über-) Angebot in teilweise wenig nachfragten Berufen. 
Es gibt in Ö vielleicht jeweils 500 Stellen für Germanisten, Publizisten oder Theaterwissenschaftler (Zahlen sind erfunden). Während diese Fächer von gefühlt 15000 Frauen studiert werden. Und jetzt kommen halt Angebot und Nachfrage ins Spiel. Wenn auf jede freie Stelle 30 Bewerberinnen kommen, kann man schnell den Lohn senken.

All das ist aber schon lange öffentlich bekannt und keine heimliche diskriminiert irgendeines Patriarchats.","2 gründe : 1 . männer achten bei der berufswahl mehr auf das gehalt , frauen achten eher auf einen beruf in dem sie sich selbst verwirklichen kann oder die work life balance besser ist ( öffentlicher dienst ) . mit entsprechenden konsequenzen im positiven ( bessere gesundheit und längeres leben ) und negativen ( schlechterem gehalt ) 2 . frauen ruinieren sich quasi selber die löhne , durch ihr massives ( über- ) angebot in teilweise wenig nachfragten berufen . es gibt in ö vielleicht jeweils 500 stellen für germanisten , publizisten oder theaterwissenschaftler ( zahlen sind erfunden ) . während diese fächer von gefühlt 15000 frauen studiert werden . und jetzt kommen halt angebot und nachfrage ins spiel . wenn auf jede freie stelle 30 bewerberinnen kommen , kann man schnell den lohn senken . all das ist aber schon lange öffentlich bekannt und keine heimliche diskriminiert irgendeines patriarchats .",SentimentNeutral,1
